MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2  to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),1° Amine,2° Amine,Amine_Density (g/cm³),Amine_Viscosity (mPa·s),Support_Morphology_Cubic,Support_Morphology_Foam-like,Support_Morphology_Hollow Spheres,Support_Morphology_Irregular,Support_Morphology_Mesoporous Carbon,Support_Morphology_Monolith,Support_Morphology_Nanoparticles,Support_Morphology_Octahedral,Support_Morphology_Spherical,Support_Morphology_Spherical Carbon,Support_Morphology_Tubular Hollow,Amine_structure_Linear
189,44.28,12.41,0.0,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,2.46,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
305,44.12,10.31,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,2.89,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
232,75.79,19.3,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,75,3.31,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
189,65.0,13.76,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,4.16,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
600,50.0,8.1,1.0,0.59,992.0,1.13,4.56,0.04,100.0,120.0,25,1.62,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,40.0,9.33,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,-30,0.57,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,19.77,4.44,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,60,0.83,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,50.0,13.21,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,2.12,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
189,55.0,10.05,0.57,0.38,272.0,1.54,28.0,100.0,70.0,100.0,40,4.16,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,35.0,7.55,0.17,0.11,479.0,2.0,22.5,100.0,50.0,80.0,40,2.6,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,70.0,15.16,0.0,0.0,272.0,1.5,27.8,100.0,70.0,120.0,50,4.38,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,50.0,11.67,0.0,0.0,597.0,1.42,58.0,100.0,60.0,60.0,75,3.58,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
305,21.9,5.28,0.0,0.0,1952.0,1.8,3.79,15.0,50.0,60.0,30,0.65,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
146,40.0,10.94,0.0,0.0,1650.0,0.92,1.82,0.04,300.0,180.0,25,0.95,0.5,0.5,0.95,22.0,1,0,0,0,0,0,0,0,0,0,0,1
600,9.2,2.15,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,25,0.2,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
189,70.0,16.09,0.0,0.0,967.0,3.0,5.09,0.04,20.0,750.0,30,5.2,0.4,0.6,0.98,15.0,0,0,1,0,0,0,0,0,0,0,0,1
189,60.0,12.91,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,4.65,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
600,34.64,6.19,0.07,0.04,231.0,1.06,16.9,0.04,90.0,800.0,30,1.07,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
462,50.0,14.07,0.0,7.69,1380.0,0.65,2.1,0.04,300.0,180.0,25,0.37,0.0,1.0,1.02,150.0,0,0,0,0,0,0,0,0,0,0,0,1
10000,70.0,15.86,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,75,3.86,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
600,60.0,14.0,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,35,1.34,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,29.11,20.79,0.0,0.0,907.55,1.34,6.54,100.0,60.0,60.0,90,2.13,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
600,61.4,14.12,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,30,2.11,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,70.0,6.43,0.0,0.0,272.0,1.5,27.8,100.0,70.0,120.0,40,3.38,0.0,1.0,1.09,40.0,0,1,0,0,0,0,0,0,0,0,0,1
600,46.59,12.2,0.0,0.0,1224.86,1.09,6.46,100.0,60.0,60.0,120,1.83,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
350,28.03,4.0,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,30,1.08,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
146,50.0,13.68,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,2.04,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
189,53.2,10.31,0.33,0.24,272.0,1.54,28.0,100.0,70.0,100.0,40,4.02,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
545,50.0,8.44,0.0,0.1,562.0,2.31,22.0,100.0,100.0,60.0,75,3.16,0.30864197530864196,0.36111111111111105,1.03,110.0,0,1,0,0,0,0,0,0,0,0,0,1
600,30.0,7.0,0.0,0.0,729.0,0.94,8.1,0.04,60.0,300.0,35,0.7,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
105,50.0,4.89,0.0,2.0,992.0,1.13,4.56,0.04,100.0,120.0,25,0.59,0.0,1.0,1.09,40.0,0,0,0,0,0,0,0,0,0,0,0,1
232,56.52,14.4,0.0,0.0,871.0,3.0,18.4,10.0,50.0,180.0,25,1.27,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
305,33.36,7.51,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,100,2.19,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,86.8,14.21,1.56,0.63,272.0,1.54,28.0,100.0,70.0,100.0,40,3.87,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,78.89,18.23,0.0,0.0,447.0,4.52,40.45,10.0,100.0,900.0,80,3.99,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
232,83.14,21.6,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,75,5.45,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
232,75.79,19.3,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,25,1.56,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
537,28.48,6.36,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,0.97,0.39887640449438205,0.3202247191011236,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,60.0,14.0,0.0,0.0,240.0,1.1,18.4,100.0,30.0,180.0,75,3.25,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
305,44.12,10.14,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,40,2.16,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,24.8,5.76,0.0,0.0,841.0,1.08,6.8,0.04,100.0,900.0,25,0.32,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,40.0,10.56,0.0,0.0,1380.0,0.65,2.1,0.04,300.0,180.0,25,0.18,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
600,75.0,17.5,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,25,1.9,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
103,34.65,9.25,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,80,0.64,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,37.2,8.66,0.0,0.0,234.0,1.17,17.3,0.04,100.0,900.0,25,1.33,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
232,76.25,19.5,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,50,3.11,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
189,30.0,7.92,0.0,0.0,3492.0,2.2,2.52,0.04,90.0,750.0,-20,1.12,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,1,0,0,0,1
189,54.36,12.41,0.16,0.0,576.0,0.73,3.2,100.0,50.0,30.0,75,3.37,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
103,34.65,9.29,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,100,0.54,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,46.59,12.2,0.0,0.0,1224.86,1.09,6.46,100.0,60.0,60.0,60,2.75,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
10000,75.0,16.99,0.0,0.0,756.0,1.95,10.3,100.0,30.0,180.0,75,3.68,0.32275132275132273,0.4126984126984127,1.03,200.0,0,0,0,0,0,0,0,0,0,0,1,0
189,70.0,9.34,2.5,0.2,272.0,1.5,27.8,100.0,70.0,120.0,60,3.91,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,18.3,4.27,0.0,0.0,124.0,1.0,16.1,0.04,50.0,720.0,-20,1.26,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
305,40.8,9.85,0.0,0.0,1245.0,1.02,3.63,15.0,50.0,60.0,50,1.38,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
232,76.25,19.4,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,75,4.86,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
305,36.99,8.94,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,60,2.14,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,70.0,9.34,2.5,0.2,272.0,1.5,27.8,100.0,70.0,120.0,70,3.69,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,50.0,6.88,4.0,1.25,992.0,1.13,4.56,0.04,100.0,120.0,25,1.1,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
537,17.2,3.99,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,1.19,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,60.59,11.67,0.36,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,2.65,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
189,70.0,11.95,0.75,0.16,272.0,1.5,27.8,100.0,70.0,120.0,40,5.59,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
146,50.0,13.68,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,1.8,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
103,34.65,9.29,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,120,0.16,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
103,19.69,5.27,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,60,0.74,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,48.98,8.3,0.2,0.1,880.0,1.13,5.14,0.04,90.0,800.0,30,1.26,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,54.36,12.41,0.16,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,2.78,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
305,50.16,11.77,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,80,3.53,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,50.0,11.67,0.0,0.0,240.0,1.1,18.4,100.0,30.0,180.0,50,2.2,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
232,81.0,20.7,0.0,0.0,1410.0,8.41,67.1,100.0,50.0,180.0,75,5.45,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,0,0,0,0,0,1,0,1
305,34.22,7.98,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,80,1.37,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,38.49,8.75,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,2.45,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,50.0,13.21,0.0,0.0,1380.0,0.65,2.1,0.04,100.0,180.0,25,0.86,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
305,38.49,8.62,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,100,2.8,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,35.0,7.32,0.17,0.09,479.0,2.0,22.5,100.0,50.0,80.0,40,2.48,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
103,45.17,12.34,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,60,0.24,0.6666666666666666,0.3333333333333333,0.95,20.0,1,0,0,0,0,0,0,0,0,0,0,1
305,44.12,10.39,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,1.66,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,56.76,13.04,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,30,1.88,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,30.0,6.35,0.0,0.0,854.0,1.98,8.4,100.0,80.0,60.0,75,1.81,0.5,0.5,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
146,60.0,16.41,0.0,0.0,1380.0,0.65,2.1,0.04,300.0,180.0,25,1.28,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
1020,49.4,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,1.85,0.403954802259887,0.3135593220338983,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
331,48.92,10.34,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,25,0.57,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
189,75.0,19.84,0.0,0.0,643.0,1.14,7.12,0.04,100.0,350.0,25,3.44,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
617,50.0,4.93,0.0,1.0,562.0,2.31,22.0,100.0,100.0,60.0,75,0.11,0.0,0.10400000000000001,1.03,110.0,0,1,0,0,0,0,0,0,0,0,0,1
189,50.0,13.21,0.0,0.0,3492.0,2.2,2.52,0.04,90.0,750.0,-20,1.26,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,1,0,0,0,1
305,40.8,9.85,0.0,0.0,1527.0,2.77,10.5,15.0,50.0,60.0,50,0.55,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
2372,35.0,5.75,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,50,1.25,0.9090909090909091,0.09090909090909091,1.1,120.0,0,1,0,0,0,0,0,0,0,0,0,0
189,50.0,8.88,4.0,0.08,992.0,1.08,4.35,0.04,100.0,180.0,25,1.42,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
103,47.1,12.75,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,20,1.08,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
189,35.0,6.99,0.17,0.02,479.0,2.0,22.5,100.0,50.0,80.0,40,2.4,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,100.0,70.0,100.0,40,5.64,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
600,78.88,18.11,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,30,2.13,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,11.4,3.01,0.0,0.0,124.0,1.0,16.1,0.04,90.0,720.0,-20,0.36,0.4,0.6,0.98,15.0,0,0,0,0,0,0,1,0,0,0,0,1
10000,50.4,11.8,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,2.56,0.38663484486873506,0.37470167064439136,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,80.0,17.24,0.0,0.0,967.0,3.0,5.09,0.04,20.0,750.0,30,4.61,0.4,0.6,0.98,15.0,0,0,1,0,0,0,0,0,0,0,0,1
189,37.5,9.9,0.0,0.0,124.0,1.0,16.1,0.04,50.0,720.0,-20,0.65,0.4,0.6,0.98,15.0,0,0,0,0,0,0,1,0,0,0,0,1
189,47.6,17.11,0.0,0.0,981.0,1.9,3.3,15.0,50.0,30.0,75,3.2,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
600,47.01,12.31,0.0,0.0,330.0,1.4,16.6,100.0,60.0,60.0,30,2.27,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
2200,26.0,4.55,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,25,1.32,1.0,0.0,1.08,100.0,0,1,0,0,0,0,0,0,0,0,0,1
189,68.71,12.3,0.41,0.0,576.0,0.73,3.2,100.0,50.0,30.0,25,3.75,0.4,0.6,0.98,15.0,0,0,0,0,0,1,0,0,0,0,0,1
103,47.1,12.7,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.81,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
189,70.0,9.34,2.5,0.2,272.0,1.5,27.8,100.0,70.0,120.0,80,3.04,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
146,33.33,9.11,0.0,0.0,1336.0,0.68,1.35,10.0,50.0,600.0,75,1.05,0.5,0.5,0.95,22.0,0,0,0,1,0,0,0,0,0,0,0,1
537,10.0,2.34,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,30,0.66,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
2200,32.0,5.67,0.0,0.0,608.0,2.03,28.4,10.0,90.0,180.0,25,1.53,1.0,0.0,1.08,100.0,0,1,0,0,0,0,0,0,0,0,0,1
189,72.8,19.21,0.64,0.46,272.0,1.54,28.0,15.0,70.0,100.0,70,3.89,0.4,0.6,0.98,15.0,0,1,0,0,0,0,0,0,0,0,0,1
537,29.9,7.0,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,2.43,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
60,50.0,16.64,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,0.18,0.0,1.0,0.9,15.0,0,0,0,0,0,0,0,0,0,0,0,1
1020,20.36,4.57,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,0.48,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,43.67,10.27,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,120,2.55,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
1020,49.4,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,90,3.45,0.403954802259887,0.3135593220338983,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
305,38.49,8.63,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,120,2.26,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,56.92,17.04,0.19,0.0,981.0,1.9,3.3,100.0,50.0,30.0,25,3.44,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,1,0,0,1
350,48.6,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,3.19,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
146,60.0,16.41,0.0,0.0,733.0,0.89,7.01,0.04,300.0,180.0,25,2.1,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
103,34.65,9.71,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,100,0.5,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,32.5,7.84,0.0,0.0,1527.0,2.77,10.5,15.0,50.0,60.0,50,0.41,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,1,0,0,0,0,0,0,0
146,50.0,13.68,0.0,0.0,1380.0,0.65,2.1,0.04,300.0,180.0,25,0.68,0.5,0.5,0.95,22.0,0,0,0,0,0,0,0,0,0,0,0,1
600,39.1,10.97,0.0,0.0,3340.0,2.2,2.63,0.04,90.0,50.0,50,1.06,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,1,0,0,0,0
103,19.69,5.27,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,100,0.51,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
103,45.94,12.56,0.0,0.0,1005.0,1.13,3.18,100.0,60.0,30.0,80,1.65,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
600,47.79,12.54,0.0,0.0,463.59,1.46,14.86,100.0,60.0,60.0,60,4.1,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,1,0,0,0,0,0,0,0,0
600,50.0,10.45,0.0,0.0,880.0,1.13,5.14,0.04,90.0,800.0,30,0.9,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
189,19.49,5.16,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,0.72,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
232,56.52,14.4,0.0,0.0,871.0,3.0,18.4,100.0,50.0,180.0,50,1.32,0.3333333333333333,0.6666666666666666,0.97,18.0,0,0,0,0,1,0,0,0,0,0,0,1
103,47.1,12.69,0.0,0.0,483.0,1.36,9.04,100.0,60.0,30.0,80,0.64,0.6666666666666666,0.3333333333333333,0.95,20.0,0,0,0,0,0,0,0,0,0,0,0,1
305,10.0,2.35,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,60,0.28,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
331,48.92,10.34,0.0,0.0,452.0,0.54,4.75,100.0,80.0,60.0,25,2.87,0.2857142857142857,0.7142857142857143,0.98,18.0,0,1,0,0,0,0,0,0,0,0,0,1
537,10.0,2.34,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,105,0.2,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,48.2,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,75,3.1,0.4463414634146342,0.30975609756097566,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,50.0,11.67,0.0,0.0,240.0,1.1,18.4,100.0,30.0,180.0,100,3.45,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
350,48.6,11.7,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,60,2.71,0.4552058111380145,0.3026634382566586,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,72.36,16.67,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,40,2.95,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
305,19.77,4.43,0.0,0.0,493.0,1.35,8.81,100.0,60.0,90.0,100,0.73,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
600,48.2,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,60,2.69,0.4463414634146342,0.30975609756097566,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
189,28.56,7.56,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,1.41,0.4,0.6,0.98,15.0,0,0,0,0,0,0,0,0,0,0,0,1
1020,29.06,6.52,0.0,0.0,270.0,1.39,20.4,0.04,100.0,120.0,35,0.1,0.37921348314606745,0.3398876404494382,1.03,200.0,0,0,0,0,0,0,0,0,0,0,0,0
305,35.23,8.24,0.0,0.0,1362.0,0.93,2.74,100.0,60.0,30.0,80,1.51,0.418013856812933,0.3510392609699769,1.03,200.0,1,0,0,0,0,0,0,0,0,0,0,0
537,10.0,2.34,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,90,0.27,0.40740740740740744,0.3076923076923077,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,42.2,5.98,0.4,0.2,231.0,1.06,16.9,0.04,90.0,800.0,30,1.29,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,0,0,0,0,1,0,0,0,0,0
600,61.4,14.15,0.0,0.0,447.0,4.52,40.45,0.04,100.0,900.0,50,2.33,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
6854,50.6,11.9,0.0,0.0,330.0,1.369,8.04,100.0,60.0,60.0,45,1.45,0.3993993993993994,0.3003003003003003,1.03,200.0,0,0,0,0,0,0,0,0,1,0,0,0
600,50.0,11.67,0.0,0.0,256.0,1.05,16.5,100.0,30.0,180.0,75,2.25,0.418013856812933,0.3510392609699769,1.03,200.0,0,0,1,0,0,0,0,0,0,0,0,0
189,37.5,9.9,0.0,0.0,124.0,1.0,16.1,0.04,50.0,720.0,25,2.5,0.4,0.6,0.98,15.0,0,0,0,0,0,0,1,0,0,0,0,1
